Assembly,Isolation source,source_level1,source_level2
GCA_000794785.1,respiratory tract infection,Clinical,Respiratory
GCA_000794805.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000794825.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000794845.1,respiratory tract infection,Clinical,Respiratory
GCA_000794865.1,urinary tract infection,Clinical,Urinary
GCA_000794885.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000794905.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000794925.1,urinary tract infection,Clinical,Urinary
GCA_000794945.1,respiratory tract infection,Clinical,Respiratory
GCA_000794965.1,respiratory tract infection,Clinical,Respiratory
GCA_000794985.1,respiratory tract infection,Clinical,Respiratory
GCA_000794995.1,respiratory tract infection,Clinical,Respiratory
GCA_000795025.1,urinary tract infection,Clinical,Urinary
GCA_000795045.1,respiratory tract infection,Clinical,Respiratory
GCA_000795065.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795085.1,urinary tract infection,Clinical,Urinary
GCA_000795105.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795115.1,respiratory tract infection,Clinical,Respiratory
GCA_000795145.1,respiratory tract infection,Clinical,Respiratory
GCA_000795165.1,urinary tract infection,Clinical,Urinary
GCA_000795185.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795205.1,urinary tract infection,Clinical,Urinary
GCA_000795225.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795235.1,urinary tract infection,Clinical,Urinary
GCA_000795265.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795285.1,respiratory tract infection,Clinical,Respiratory
GCA_000795305.1,respiratory tract infection,Clinical,Respiratory
GCA_000795325.1,respiratory tract infection,Clinical,Respiratory
GCA_000795345.1,respiratory tract infection,Clinical,Respiratory
GCA_000795365.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795385.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795405.1,respiratory tract infection,Clinical,Respiratory
GCA_000795425.1,,Unknown,Unknown
GCA_000795465.1,,Unknown,Unknown
GCA_000795485.1,,Unknown,Unknown
GCA_000795505.1,,Unknown,Unknown
GCA_000795525.1,,Unknown,Unknown
GCA_000795535.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795565.1,,Unknown,Unknown
GCA_000795585.1,,Unknown,Unknown
GCA_000795605.1,respiratory tract infection,Clinical,Respiratory
GCA_000795625.1,,Unknown,Unknown
GCA_000795635.1,,Unknown,Unknown
GCA_000795665.1,,Unknown,Unknown
GCA_000795685.1,,Unknown,Unknown
GCA_000795705.1,respiratory tract infection,Clinical,Respiratory
GCA_000795725.1,,Unknown,Unknown
GCA_000795735.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795765.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795785.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795805.1,urinary tract infection,Clinical,Urinary
GCA_000795815.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795845.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795865.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795875.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795905.1,respiratory tract infection,Clinical,Respiratory
GCA_000795925.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795945.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000795955.1,urinary tract infection,Clinical,Urinary
GCA_000795985.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796005.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796025.1,respiratory tract infection,Clinical,Respiratory
GCA_000796045.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796065.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796095.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796085.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796125.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796145.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796165.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796175.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796205.1,urinary tract infection,Clinical,Urinary
GCA_000796225.1,urinary tract infection,Clinical,Urinary
GCA_000796245.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796255.1,urinary tract infection,Clinical,Urinary
GCA_000796285.1,urinary tract infection,Clinical,Urinary
GCA_000796295.1,urinary tract infection,Clinical,Urinary
GCA_000796325.1,urinary tract infection,Clinical,Urinary
GCA_000796345.1,urinary tract infection,Clinical,Urinary
GCA_000796365.1,urinary tract infection,Clinical,Urinary
GCA_000796385.1,urinary tract infection,Clinical,Urinary
GCA_000796405.1,respiratory tract infection,Clinical,Respiratory
GCA_000796425.1,urinary tract infection,Clinical,Urinary
GCA_000796445.1,respiratory tract infection,Clinical,Respiratory
GCA_000796475.1,respiratory tract infection,Clinical,Respiratory
GCA_000796465.1,respiratory tract infection,Clinical,Respiratory
GCA_000796505.1,respiratory tract infection,Clinical,Respiratory
GCA_000796525.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796545.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796555.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796585.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796605.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796615.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796645.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796655.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796685.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796705.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796725.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796745.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796765.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796785.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796795.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796825.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796845.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000796865.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796875.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796905.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796925.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796945.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796955.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000796985.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797005.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797025.1,respiratory tract infection,Clinical,Respiratory
GCA_000797045.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797055.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797085.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000797105.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797125.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797145.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797165.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797185.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797205.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000797225.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797245.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797265.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797285.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797305.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797325.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797345.1,itra-abdominal tract infection,Unknown,Unknown
GCA_000797355.1,cystic fibrosis isolate,Clinical,CF_Respiratory
GCA_000797395.1,respiratory tract infection,Clinical,Respiratory
GCA_000813565.1,lake water,Environmental,Water
GCA_000816985.1,pubic bone,Clinical,Bone_Joint
GCA_000817165.1,rice rhizosphere soil,Environmental,Soil
GCA_000817865.1,blood culture,Clinical,Bloodstream
GCA_000820805.1,,Unknown,Unknown
GCA_000823905.1,Portion of Sputum,Clinical,Respiratory
GCA_000823925.1,Portion of Sputum,Clinical,Respiratory
GCA_000823945.1,Portion of Sputum,Clinical,Respiratory
GCA_000823965.1,Portion of Sputum,Clinical,Respiratory
GCA_000823985.1,Portion of Sputum,Clinical,Respiratory
GCA_000824005.1,Portion of Sputum,Clinical,Respiratory
GCA_000824025.1,Portion of Sputum,Clinical,Respiratory
GCA_000824045.1,Portion of Sputum,Clinical,Respiratory
GCA_000824065.1,Portion of Sputum,Clinical,Respiratory
GCA_000824085.1,Portion of Sputum,Clinical,Respiratory
GCA_000824105.1,Portion of Sputum,Clinical,Respiratory
GCA_000824125.1,Portion of Sputum,Clinical,Respiratory
GCA_000824145.1,Portion of Sputum,Clinical,Respiratory
GCA_000824165.1,Portion of Sputum,Clinical,Respiratory
GCA_000824185.1,Portion of Sputum,Clinical,Respiratory
GCA_000824205.1,Portion of Sputum,Clinical,Respiratory
GCA_000824225.1,Portion of Sputum,Clinical,Respiratory
GCA_000824245.1,Portion of Sputum,Clinical,Respiratory
GCA_000824265.1,Portion of Sputum,Clinical,Respiratory
GCA_000824285.1,Portion of Sputum,Clinical,Respiratory
GCA_000824305.1,Portion of Sputum,Clinical,Respiratory
GCA_000824325.1,Portion of Sputum,Clinical,Respiratory
GCA_000824345.1,Portion of Sputum,Clinical,Respiratory
GCA_000824365.1,Portion of Sputum,Clinical,Respiratory
GCA_000824385.1,Portion of Sputum,Clinical,Respiratory
GCA_000824405.1,Portion of Sputum,Clinical,Respiratory
GCA_000824425.1,Portion of Sputum,Clinical,Respiratory
GCA_000824445.1,Portion of Sputum,Clinical,Respiratory
GCA_000824465.1,Portion of Sputum,Clinical,Respiratory
GCA_000824485.1,Portion of Sputum,Clinical,Respiratory
GCA_000824505.1,Portion of Sputum,Clinical,Respiratory
GCA_000824525.1,Portion of Sputum,Clinical,Respiratory
GCA_000824545.1,Portion of Sputum,Clinical,Respiratory
GCA_000824565.1,Portion of Sputum,Clinical,Respiratory
GCA_000824585.1,Portion of Sputum,Clinical,Respiratory
GCA_000824605.1,Portion of Sputum,Clinical,Respiratory
GCA_000824625.1,Portion of Sputum,Clinical,Respiratory
GCA_000824645.1,Portion of Sputum,Clinical,Respiratory
GCA_000824665.1,Portion of Sputum,Clinical,Respiratory
GCA_000824685.1,Portion of Sputum,Clinical,Respiratory
GCA_000829255.1,,Unknown,Unknown
GCA_000829275.1,,Unknown,Unknown
GCA_000829885.1,,Unknown,Unknown
GCA_000937465.2,Surveillance swab,Unknown,Unknown
GCA_000937495.2,,Unknown,Unknown
GCA_000968815.1,,Unknown,Unknown
GCA_000950725.1,sputum,Clinical,Respiratory
GCA_000952805.1,respiratory,Clinical,Respiratory
GCA_000974565.1,,Unknown,Unknown
GCA_000981825.1,,Unknown,Unknown
GCA_000982125.1,wound,Clinical,Skin_Soft_Tissue
GCA_000982155.1,wound,Clinical,Skin_Soft_Tissue
GCA_000988505.1,,Unknown,Unknown
GCA_001007185.1,sputum,Clinical,Respiratory
GCA_001007215.1,sputum,Clinical,Respiratory
GCA_001007275.1,sputum,Clinical,Respiratory
GCA_001007265.1,sputum,Clinical,Respiratory
GCA_001007315.1,sputum,Clinical,Respiratory
GCA_001007395.1,sputum,Clinical,Respiratory
GCA_001007425.1,sputum,Clinical,Respiratory
GCA_001007415.1,sputum,Clinical,Respiratory
GCA_001007475.1,sputum,Clinical,Respiratory
GCA_001010535.1,sputum,Clinical,Respiratory
GCA_001010545.1,sputum,Clinical,Respiratory
GCA_001010525.1,sputum,Clinical,Respiratory
GCA_001013395.1,blood,Clinical,Bloodstream
GCA_001023615.1,sputum,Clinical,Respiratory
GCA_001023625.1,sputum,Clinical,Respiratory
GCA_001023635.1,sputum,Clinical,Respiratory
GCA_001023675.1,sputum,Clinical,Respiratory
GCA_001023705.1,sputum,Clinical,Respiratory
GCA_001023685.1,sputum,Clinical,Respiratory
GCA_001023735.1,sputum,Clinical,Respiratory
GCA_001023765.1,sputum,Clinical,Respiratory
GCA_001023755.1,sputum,Clinical,Respiratory
GCA_001023775.1,sputum,Clinical,Respiratory
GCA_001023815.1,sputum,Clinical,Respiratory
GCA_001023835.1,sputum,Clinical,Respiratory
GCA_001023845.1,sputum,Clinical,Respiratory
GCA_001023875.1,sputum,Clinical,Respiratory
GCA_001023895.1,sputum,Clinical,Respiratory
GCA_001023915.1,sputum,Clinical,Respiratory
GCA_001023925.1,sputum,Clinical,Respiratory
GCA_001023955.1,sputum,Clinical,Respiratory
GCA_001023975.1,sputum,Clinical,Respiratory
GCA_001023985.1,sputum,Clinical,Respiratory
GCA_001023995.1,sputum,Clinical,Respiratory
GCA_001024035.1,sputum,Clinical,Respiratory
GCA_001024055.1,sputum,Clinical,Respiratory
GCA_001024065.1,sputum,Clinical,Respiratory
GCA_001024075.1,sputum,Clinical,Respiratory
GCA_001024115.1,sputum,Clinical,Respiratory
GCA_001024135.1,sputum,Clinical,Respiratory
GCA_001024125.1,sputum,Clinical,Respiratory
GCA_001024145.1,sputum,Clinical,Respiratory
GCA_001024195.1,sputum,Clinical,Respiratory
GCA_001024205.1,sputum,Clinical,Respiratory
GCA_001024215.1,sputum,Clinical,Respiratory
GCA_001024235.1,sputum,Clinical,Respiratory
GCA_001024285.1,sputum,Clinical,Respiratory
GCA_001024275.1,sputum,Clinical,Respiratory
GCA_001024305.1,sputum,Clinical,Respiratory
GCA_001024325.1,sputum,Clinical,Respiratory
GCA_001024355.1,sputum,Clinical,Respiratory
GCA_001024375.1,sputum,Clinical,Respiratory
GCA_001024365.1,sputum,Clinical,Respiratory
GCA_001024395.1,sputum,Clinical,Respiratory
GCA_001024445.1,sputum,Clinical,Respiratory
GCA_001024435.1,sputum,Clinical,Respiratory
GCA_001024455.1,sputum,Clinical,Respiratory
GCA_001024495.1,sputum,Clinical,Respiratory
GCA_001024515.1,sputum,Clinical,Respiratory
GCA_001024535.1,sputum,Clinical,Respiratory
GCA_001024545.1,sputum,Clinical,Respiratory
GCA_001024565.1,sputum,Clinical,Respiratory
GCA_001024585.1,sputum,Clinical,Respiratory
GCA_001024615.1,sputum,Clinical,Respiratory
GCA_001024635.1,sputum,Clinical,Respiratory
GCA_001024655.1,sputum,Clinical,Respiratory
GCA_001024645.1,sputum,Clinical,Respiratory
GCA_001024695.1,sputum,Clinical,Respiratory
GCA_001024725.1,sputum,Clinical,Respiratory
GCA_001024715.1,sputum,Clinical,Respiratory
GCA_001024755.1,sputum,Clinical,Respiratory
GCA_001024775.1,sputum,Clinical,Respiratory
GCA_001024765.1,sputum,Clinical,Respiratory
GCA_001024805.1,sputum,Clinical,Respiratory
GCA_001024835.1,sputum,Clinical,Respiratory
GCA_001024855.1,sputum,Clinical,Respiratory
GCA_001024875.1,sputum,Clinical,Respiratory
GCA_001024845.1,sputum,Clinical,Respiratory
GCA_001024915.1,sputum,Clinical,Respiratory
GCA_001024945.1,sputum,Clinical,Respiratory
GCA_001024925.1,sputum,Clinical,Respiratory
GCA_001024955.1,sputum,Clinical,Respiratory
GCA_001024995.1,sputum,Clinical,Respiratory
GCA_001028745.1,,Unknown,Unknown
GCA_001034665.1,sputum,Clinical,Respiratory
GCA_001034675.1,sputum,Clinical,Respiratory
GCA_001034685.1,sputum,Clinical,Respiratory
GCA_001034745.1,sputum,Clinical,Respiratory
GCA_001034765.1,sputum,Clinical,Respiratory
GCA_001034785.1,sputum,Clinical,Respiratory
GCA_001034755.1,sputum,Clinical,Respiratory
GCA_001034835.1,sputum,Clinical,Respiratory
GCA_001034825.1,sputum,Clinical,Respiratory
GCA_001034875.1,sputum,Clinical,Respiratory
GCA_001034855.1,sputum,Clinical,Respiratory
GCA_001034905.1,sputum,Clinical,Respiratory
GCA_001034915.1,sputum,Clinical,Respiratory
GCA_001034945.1,sputum,Clinical,Respiratory
GCA_001034955.1,sputum,Clinical,Respiratory
GCA_001034985.1,sputum,Clinical,Respiratory
GCA_001035005.1,sputum,Clinical,Respiratory
GCA_001035025.1,sputum,Clinical,Respiratory
GCA_001035035.1,sputum,Clinical,Respiratory
GCA_001035065.1,sputum,Clinical,Respiratory
GCA_001035075.1,sputum,Clinical,Respiratory
GCA_001035105.1,sputum,Clinical,Respiratory
GCA_001035115.1,sputum,Clinical,Respiratory
GCA_001035145.1,sputum,Clinical,Respiratory
GCA_001035155.1,sputum,Clinical,Respiratory
GCA_001035175.1,sputum,Clinical,Respiratory
GCA_001035205.1,sputum,Clinical,Respiratory
GCA_001035225.1,sputum,Clinical,Respiratory
GCA_001035235.1,sputum,Clinical,Respiratory
GCA_001035245.1,sputum,Clinical,Respiratory
GCA_001035285.1,sputum,Clinical,Respiratory
GCA_001035305.1,sputum,Clinical,Respiratory
GCA_001035315.1,sputum,Clinical,Respiratory
GCA_001035325.1,sputum,Clinical,Respiratory
GCA_001035365.1,sputum,Clinical,Respiratory
GCA_001035385.1,sputum,Clinical,Respiratory
GCA_001035395.1,sputum,Clinical,Respiratory
GCA_001035415.1,sputum,Clinical,Respiratory
GCA_001035445.1,sputum,Clinical,Respiratory
GCA_001035465.1,sputum,Clinical,Respiratory
GCA_001035485.1,sputum,Clinical,Respiratory
GCA_001035495.1,sputum,Clinical,Respiratory
GCA_001035525.1,sputum,Clinical,Respiratory
GCA_001035535.1,sputum,Clinical,Respiratory
GCA_001035565.1,sputum,Clinical,Respiratory
GCA_001035575.1,sputum,Clinical,Respiratory
GCA_001035605.1,sputum,Clinical,Respiratory
GCA_001035625.1,sputum,Clinical,Respiratory
GCA_001035645.1,sputum,Clinical,Respiratory
GCA_001035635.1,sputum,Clinical,Respiratory
GCA_001035685.1,sputum,Clinical,Respiratory
GCA_001035705.1,sputum,Clinical,Respiratory
GCA_001035715.1,sputum,Clinical,Respiratory
GCA_001035725.1,sputum,Clinical,Respiratory
GCA_001035765.1,sputum,Clinical,Respiratory
GCA_001035785.1,sputum,Clinical,Respiratory
GCA_001035795.1,sputum,Clinical,Respiratory
GCA_001035805.1,sputum,Clinical,Respiratory
GCA_001035845.1,sputum,Clinical,Respiratory
GCA_001035875.1,sputum,Clinical,Respiratory
GCA_001035865.1,sputum,Clinical,Respiratory
GCA_001035885.1,sputum,Clinical,Respiratory
GCA_001035925.1,sputum,Clinical,Respiratory
GCA_001035945.1,sputum,Clinical,Respiratory
GCA_001035955.1,sputum,Clinical,Respiratory
GCA_001035975.1,sputum,Clinical,Respiratory
GCA_001036005.1,sputum,Clinical,Respiratory
GCA_001036025.1,sputum,Clinical,Respiratory
GCA_001036035.1,sputum,Clinical,Respiratory
GCA_001036115.1,sputum,Clinical,Respiratory
GCA_001036105.1,sputum,Clinical,Respiratory
GCA_001036145.1,sputum,Clinical,Respiratory
GCA_001036155.1,sputum,Clinical,Respiratory
GCA_001036185.1,sputum,Clinical,Respiratory
GCA_001036195.1,sputum,Clinical,Respiratory
GCA_001036225.1,sputum,Clinical,Respiratory
GCA_001036235.1,sputum,Clinical,Respiratory
GCA_001036255.1,sputum,Clinical,Respiratory
GCA_001036265.1,sputum,Clinical,Respiratory
GCA_001036305.1,sputum,Clinical,Respiratory
GCA_001036355.1,sputum,Clinical,Respiratory
GCA_001036335.1,sputum,Clinical,Respiratory
GCA_001036385.1,sputum,Clinical,Respiratory
GCA_001036425.1,sputum,Clinical,Respiratory
GCA_001036415.1,sputum,Clinical,Respiratory
